Sample ID (Collaborator)	Sex	Population name	Superpopulation name	Population description	Sample ID (Illumina)	Sample ID (SGDP)
HG02075	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01863	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01868	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01870	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02017	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02024	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02029	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02031	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02048	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02050	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02067	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02074	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02079	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01862	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01867	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01874	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01844	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01849	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01851	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01843	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01848	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01850	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01855	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02082	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02087	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02081	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02086	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02121	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02113	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02126	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02133	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02138	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02140	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02120	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02132	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02137	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02513	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02525	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02512	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02524	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01597	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01600	female	Kinh	Southeast Asia	Kinh in Vietnam	LP6005442-DNA_D11	S_Kinh-1
HG01599	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02019	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01866	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02026	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01873	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01878	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01864	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01869	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01871	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02064	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02069	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02071	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02076	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02040	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02057	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01840	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01845	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01852	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01857	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02083	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02088	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01842	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01847	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01859	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01861	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02122	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02127	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02016	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02134	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02023	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02139	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02028	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02141	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02030	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02035	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02047	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02059	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02061	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02073	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02078	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02080	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02129	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02131	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02136	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02085	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02514	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02521	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02526	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02523	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01598	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02015	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02027	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01841	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01846	male	Kinh	Southeast Asia	Kinh in Vietnam	LP6005442-DNA_C11	S_Kinh-2
HG01853	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01858	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01860	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01865	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG01872	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02084	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02116	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02058	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02060	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02128	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02130	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02135	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02142	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02072	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02077	male	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
HG02522	female	Kinh	Southeast Asia	Kinh in Vietnam	NA	NA
ND19394	male	Korean	East Asia	Korean in Korea	LP6005443-DNA_D06	S_Korean-1
NA00726	female	Korean	East Asia	Korean in Korea	LP6005443-DNA_C06	S_Korean-2
Kusunda02	male	Kusunda	South Asia	Kusunda in Nepal	LP6005443-DNA_C09	S_Kusunda-1
Kusunda15	male	Kusunda	South Asia	Kusunda in Nepal	LP6005443-DNA_D09	S_Kusunda-2
Bishkek28439	female	Kyrgyz	Central Asia and Siberia	Kyrgyz in Kyrgyzystan	LP6005677-DNA_A02	S_Kyrgyz-2
Bishkek28440	male	Kyrgyz	Central Asia and Siberia	Kyrgyz in Kyrgyzystan	LP6005677-DNA_B02	S_Kyrgyz-1
HGDP01318	male	Lahu	East Asia	Lahu in China	NA	NA
HGDP01317	male	Lahu	East Asia	Lahu in China	NA	NA
HGDP01319	male	Lahu	East Asia	Lahu in China	NA	NA
HGDP01321	male	Lahu	East Asia	Lahu in China	NA	NA
HGDP01326	male	Lahu	East Asia	Lahu in China	NA	NA
HGDP01322	male	Lahu	East Asia	Lahu in China	NA	NA
HGDP01320	male	Lahu	East Asia	Lahu in China	LP6005443-DNA_E01	S_Lahu-2
HGDP01323	female	Lahu	East Asia	Lahu in China	LP6005441-DNA_B07	S_Lahu-1
lez42	male	Lezgin	Caucasus	Lezgin in Russia	LP6005442-DNA_G04	S_Lezgin-2
lez49	male	Lezgin	Caucasus	Lezgin in Russia	LP6005442-DNA_H04	S_Lezgin-1
NA19044	male	Luhya	Africa	Luhya in Webuye, Kenya	LP6005442-DNA_E11	S_Luhya-2
NA19023	female	Luhya	Africa	Luhya in Webuye, Kenya	LP6005442-DNA_F11	S_Luhya-1
NA19019	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19026	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19312	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19317	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19324	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19331	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19350	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19355	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19374	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19379	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19393	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19401	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19437	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19449	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19451	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19456	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19463	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19468	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19475	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19309	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19316	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19323	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19328	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19347	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19378	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19380	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19385	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19397	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19429	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19431	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19436	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19443	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19448	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19455	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19462	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19467	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19474	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19020	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19025	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19037	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19038	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19027	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19041	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19471	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19375	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19394	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19399	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19438	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19440	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19445	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19452	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19457	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19308	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19310	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19031	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19036	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19043	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19318	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19320	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19332	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19351	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19315	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19327	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19334	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19346	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19360	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19372	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19377	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19384	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19391	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19404	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19428	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19430	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19435	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19454	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19461	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19466	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19473	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19017	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19024	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19023	female	Luhya	Africa	Luhya in Webuye, Kenya	LP6005442-DNA_F11	S_Luhya-1
NA19028	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19030	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19035	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19042	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19472	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19376	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19383	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19390	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19395	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19403	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19434	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19439	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19446	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19307	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19314	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19319	male	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19321	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
NA19338	female	Luhya	Africa	Luhya in Webuye, Kenya	NA	NA
Ayodo_430C	male	Luo	Africa	Luo in Kenya	LP6005677-DNA_G01	S_Luo-1
Ayodo_502C	female	Luo	Africa	Luo in Kenya	LP6005442-DNA_F09	S_Luo-2
M4	male	Madiga	South Asia	Madiga in India	LP6005519-DNA_G04	S_Madiga-1
HGDP00137	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00144	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00149	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00151	female	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00136	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00143	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00148	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00150	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00155	female	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00131	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00140	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00145	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00133	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00130	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00135	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00154	female	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00161	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00134	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00139	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00141	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00146	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00153	female	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00158	male	Makrani	South Asia	Makrani in Pakistan	NA	NA
HGDP00157	female	Makrani	South Asia	Makrani in Pakistan	LP6005441-DNA_D07	S_Makrani-2
HGDP00160	male	Makrani	South Asia	Makrani in Pakistan	LP6005441-DNA_C07	S_Makrani-1
HGDP00904	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00909	female	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00911	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00916	female	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP01200	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00908	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00910	female	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP01285	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00905	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00912	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00917	female	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP01201	female	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00907	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00914	female	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00919	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00906	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00913	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP00918	female	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP01283	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP01202	male	Mandenka	Africa	Mandenka in Senegal	NA	NA
HGDP01286	male	Mandenka	Africa	Mandenka in Senegal	SS6004470	B_Mandenka-3
HGDP00915	female	Mandenka	Africa	Mandenka in Senegal	LP6005441-DNA_F07	S_Mandenka-2
HGDP01199	male	Mandenka	Africa	Mandenka in Senegal	LP6005441-DNA_E07	S_Mandenka-1
Mansi79	male	Mansi	Central Asia and Siberia	Mansi in Russia	LP6005443-DNA_F04	S_Mansi-1
Mansi41	female	Mansi	Central Asia and Siberia	Mansi in Russia	LP6005443-DNA_G04	S_Mansi-2
NA17386	male	Maori	Oceania	Maori in New Zealand	LP6005592-DNA_B02	S_Maori-1
NA21490	male	Masai	Africa	Masai in Kenya	LP6005443-DNA_F06	S_Masai-1
NA21581	male	Masai	Africa	Masai in Kenya	LP6005443-DNA_E06	S_Masai-2
HGDP00872	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00877	male	Mayan	America	Mayan in Mexico	NA	NA
HGDP00858	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00860	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00865	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00869	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00871	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00876	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00864	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00854	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00859	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00861	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00873	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00856	male	Mayan	America	Mayan in Mexico	NA	NA
HGDP00863	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00868	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00870	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00875	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00862	female	Mayan	America	Mayan in Mexico	NA	NA
HGDP00857	female	Mayan	America	Mayan in Mexico	LP6005441-DNA_H07	S_Mayan-2
HGDP00855	female	Mayan	America	Mayan in Mexico	LP6005441-DNA_G07	S_Mayan-1
HGDP00478	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00984	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00450	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00462	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00467	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00471	female	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00983	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00463	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00468	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP01081	male	Mbuti	Africa	Mbuti in Congo	NA	NA
HGDP00474	male	Mbuti	Africa	Mbuti in Congo	LP6005592-DNA_C03	S_Mbuti-1
HGDP00476	female	Mbuti	Africa	Mbuti in Congo	LP6005441-DNA_B08	S_Mbuti-2
HGDP00449	male	Mbuti	Africa	Mbuti in Congo	LP6005441-DNA_A08	S_Mbuti-3
HGDP00982	male	Mbuti	Africa	Mbuti in Congo	SS6004471	B_Mbuti-4
HG03078	male	Mende	Africa	Mende in Sierra Leone	LP6005442-DNA_G11	S_Mende-1
HG03085	female	Mende	Africa	Mende in Sierra Leone	LP6005442-DNA_H11	S_Mende-2
HG03078	male	Mende	Africa	Mende in Sierra Leone	LP6005442-DNA_G11	S_Mende-1
HG03085	female	Mende	Africa	Mende in Sierra Leone	LP6005442-DNA_H11	S_Mende-2
HG03097	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03054	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03061	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03066	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03073	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03212	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03224	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03225	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03058	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03060	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03065	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03376	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03072	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03077	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03388	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03084	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03091	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03484	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03096	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03410	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03439	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03446	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03453	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03458	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03460	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03472	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03547	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03559	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03578	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03558	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03565	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03452	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03457	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03464	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03469	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03476	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03394	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03419	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03433	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03438	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03445	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03572	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03577	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03584	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03382	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03055	female	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03074	male	Mende	Africa	Mende in Sierra Leone	NA	NA
HG03079	female	Mende	Africa	Mende in Sierra Leone	NA	NA
